,Name,Label,Origin,Shape,Height,Width,Luminosity,Brightness
20277,EO_30344.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.22756172839507,194.93432098765433
42416,95-8-27-1_121_6.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.17386574074075,141.92118055555557
400,EOS_0244.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,186.58331018518518,172.35539351851853
20275,EO_303353.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.98802469135802,183.96917438271606
21427,EO_628783.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.41287808641977,193.84878086419752
19878,EO_194256.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.68734567901234,179.1377314814815
21935,EO_775066.jpg,Eosinophil,Barcelona,"(369, 366, 3)",369,366,203.87043209876543,194.93805555555556
22038,EO_805258.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.51766203703704,188.4439737654321
22250,EO_86435.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.52787037037038,194.18453703703705
42436,95-8-27-1_141_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,142.1435802469136,132.07306327160495
21721,EO_713403.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,199.0023688271605,199.32610339506172
20138,EO_264083.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.76058641975308,184.49269290123456
42665,95-8-27-1_42_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,154.60640432098765,147.4558950617284
21491,EO_648206.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.9008410493827,187.13315586419753
541,EOS_0385.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,193.86917438271604,182.0939274691358
42434,95-8-27-1_139_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,145.06364197530866,135.47560956790124
20368,EO_330708.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.94266975308642,184.05003086419754
472,EOS_0316.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,189.74258487654322,177.6635725308642
19884,EO_196051.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.3987962962963,180.01898919753086
22282,EO_873756.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.44012345679013,183.12403549382717
42832,95-9-3-2_20_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,141.41560185185185,132.3964274691358
42328,95-8-20-2_102_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,137.28655864197532,128.73415895061729
22247,EO_863304.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.09140432098766,188.9286574074074
21742,EO_722793.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.85690586419753,183.70112654320988
21542,EO_663412.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,199.25584104938272,199.5941512345679
22616,EO_975814.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.46422839506172,191.33961419753086
20636,EO_41114.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.37787808641974,189.79624228395062
21804,EO_736655.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,198.11412037037036,197.5678163580247
21051,EO_521046.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.2422762345679,182.00672839506174
21598,EO_678653.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.96891975308642,188.8014351851852
20255,EO_29702.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.95966820987655,191.04145061728394
20468,EO_358827.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.33287808641975,194.6024537037037
19948,EO_216756.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.9490277777778,191.65601080246913
22662,EO_990350.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.02429012345678,181.8959722222222
42343,95-8-20-4_175_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,146.86939043209875,139.63524691358026
22227,EO_857550.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.54738425925925,191.109637345679
42345,95-8-20-4_46_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,144.7662114197531,136.27376543209877
22125,EO_828655.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.24679783950617,184.1166898148148
20550,EO_383072.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.60399691358026,183.83993827160495
20667,EO_420434.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.55912808641975,188.97459104938272
22278,EO_872946.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.48118055555557,193.70263888888888
21215,EO_565721.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,181.36698302469136,176.99333333333334
312,EOS_0156.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,177.970725308642,163.37121141975308
42322,95-8-17-3_55_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,146.19666666666666,137.2938888888889
21291,EO_588367.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.52466049382716,187.13832561728395
42130,95-5-10-1_177_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,135.10952160493827,123.20337191358024
22074,EO_814738.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.21871141975308,179.95651234567902
20817,EO_461608.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.01006172839507,196.40965277777778
22053,EO_810213.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.14943672839507,194.07511574074073
21168,EO_552623.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.72395833333334,191.99069444444444
286,EOS_0130.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,200.86909722222222,188.99154320987654
42225,95-8-10-1_1236_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,135.0616975308642,124.48608796296297
22522,EO_948687.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.32750771604938,179.0239351851852
19710,EO_141807.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.52634259259258,188.9422299382716
21161,EO_551490.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.09699845679012,195.87436728395062
20855,EO_47420.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.12541666666667,187.0921450617284
19941,EO_214761.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.15871141975308,188.70633487654322
20063,EO_244255.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.7368209876543,188.25096450617283
20604,EO_401030.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.25243827160494,182.9117824074074
21558,EO_667158.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.7591512345679,189.97597222222223
20831,EO_465089.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,178.6308564814815,174.06831790123456
497,EOS_0341.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,189.90099537037037,177.75922067901234
22324,EO_891800.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.14239197530864,190.19381944444444
21444,EO_633663.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.84479938271605,184.64476851851853
42461,95-8-27-1_15_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,141.7579938271605,128.91587191358025
42485,95-8-27-1_200_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,157.99133487654322,152.31703703703704
21620,EO_685778.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.85988425925925,191.13577160493827
20153,EO_268984.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.59239969135803,194.09325617283952
42426,95-8-27-1_131_6.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,138.66525462962963,128.89165895061728
19782,EO_162742.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.14520061728396,186.6004012345679
37781,95-8-27-1_242_6.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,149.33748456790124,141.61503086419754
20877,EO_480622.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.42798611111112,185.45260030864196
20038,EO_237789.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.54284722222224,191.9938811728395
22193,EO_849675.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.5144212962963,186.85654320987655
20267,EO_299733.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.4501697530864,190.61185185185184
22543,EO_955702.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.35393518518518,183.33521604938272
42655,95-8-27-1_415_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,145.77712191358026,138.98118827160494
21920,EO_77178.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.09989197530865,196.92212191358024
20516,EO_372511.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.78006944444445,183.49270061728396
19894,EO_198556.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.39882716049382,196.2216975308642
22555,EO_95899.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.87125,191.86471450617285
21016,EO_511334.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.30389660493827,184.81972222222223
21938,EO_776262.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.6700385802469,197.82997685185185
20379,EO_333334.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.23983024691358,189.8677237654321
42722,95-8-27-1_55_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,154.88279320987655,147.224012345679
20172,EO_27437.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.52105709876543,190.52206018518518
21864,EO_751688.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.09525462962964,185.4403935185185
20723,EO_437014.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,198.30962962962963,197.933024691358
21756,EO_725577.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,184.10273919753087,180.16091049382717
37666,95-8-27-1_102_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,147.6781327160494,139.25341820987654
19661,EO_123499.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.74560185185186,192.59201388888889
20663,EO_418680.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.36181327160494,193.9985262345679
19654,EO_122055.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.75112654320986,180.38074845679012
42604,95-8-27-1_338_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,143.4100077160494,132.23216049382717
377,EOS_0221.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,192.79737654320988,180.29559413580247
42796,95-8-8-2_210_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,145.65810185185185,136.43118055555556
20438,EO_350584.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.66668981481482,186.58483024691358
42636,95-8-27-1_385_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,142.2512577160494,133.79976080246914
42774,95-8-6-1_143_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,130.51140432098765,117.29783950617283
21966,EO_784435.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.89979166666666,190.23502314814814
572,EOS_0416.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,188.85472222222222,175.93868055555555
20096,EO_251668.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.53569444444443,185.42653549382717
42574,95-8-27-1_28_6.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,139.36096450617285,128.37756944444445
22359,EO_903036.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.61413580246915,189.2805787037037
20577,EO_390334.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.52692901234568,187.15272376543209
343,EOS_0187.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,198.72158179012345,187.36987654320987
21432,EO_630646.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.07497685185186,193.52582561728394
22420,EO_918009.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.8650925925926,187.25214506172838
458,EOS_0302.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,194.49166666666667,183.55270061728396
42231,95-8-10-1_177_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,140.52026234567901,131.49310185185186
22301,EO_882085.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.03996913580247,192.74225308641977
22569,EO_960399.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.21752314814816,182.97849537037038
37714,95-8-27-1_15_7.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,141.97280864197532,133.19283179012345
22544,EO_956212.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.87672839506172,193.47913580246913
21012,EO_510060.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.6264737654321,186.74541666666667
21518,EO_655234.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.39969135802468,187.5297299382716
20328,EO_321079.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.8753086419753,180.80712191358026
21211,EO_564833.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.6095061728395,194.04420524691358
21738,EO_721078.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.82380401234568,190.3917438271605
22410,EO_914393.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.09141203703703,189.11172067901234
21970,EO_78505.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.02205246913582,185.98091820987653
20033,EO_236852.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.31648919753087,183.13143518518518
42417,95-8-27-1_121_7.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,144.97766203703705,134.27005401234567
19702,EO_139723.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,178.77739197530863,172.93703703703704
20056,EO_241911.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.28932098765432,190.57511574074073
21848,EO_747479.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.55250771604938,197.7157947530864
37742,95-8-27-1_199_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.54864969135804,142.71646604938272
37918,95-8-27-1_453_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.97217592592594,142.67139660493828
20767,EO_449710.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,181.4070524691358,178.25991512345678
20449,EO_355022.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.5457561728395,193.52850308641976
22256,EO_865515.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.71360339506174,195.42908950617283
42279,95-8-13-4_327_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,144.3578549382716,133.6522839506173
20414,EO_343910.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.06077160493828,187.29904320987654
42301,95-8-17-3_191_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.52106481481482,143.10334104938272
21953,EO_781562.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.3941049382716,185.4204861111111
21705,EO_708.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.40285493827162,179.90628858024692
289,EOS_0133.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,197.61587191358024,189.24507716049382
22138,EO_833222.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.79287808641976,184.5164197530864
22252,EO_86510.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.68520061728395,191.82678240740742
20271,EO_30192.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,201.5188425925926,202.0312962962963
21354,EO_609046.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.68851080246912,193.07167438271605
22607,EO_97369.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.21903549382716,190.22037037037038
20671,EO_421436.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.68206018518518,179.98905092592594
21328,EO_602757.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.73283950617284,192.23973765432098
20186,EO_276645.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.23418209876544,197.10941358024692
20954,EO_494252.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.44069444444443,187.34895061728395
20876,EO_480614.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.60195987654322,189.99625771604937
22433,EO_922635.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.27148919753085,184.5237422839506
21311,EO_594816.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.48276234567902,184.15757716049382
414,EOS_0258.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,192.7848611111111,178.62283950617285
20742,EO_443426.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,181.65434413580246,177.48844907407408
37871,95-8-27-1_372_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,157.83234567901235,150.218487654321
22108,EO_824437.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.0574922839506,194.6346836419753
20273,EO_302263.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,190.99166666666667,189.90944444444443
37669,95-8-27-1_107_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,148.0503549382716,138.73203703703703
20408,EO_341843.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.94273148148147,190.60293209876542
20480,EO_361808.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.73874228395061,192.21777777777777
535,EOS_0379.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,198.11152777777778,186.61664351851852
22210,EO_852834.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.33559413580247,185.8904475308642
21330,EO_603195.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.41762345679012,197.23966820987656
282,EOS_0126.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,197.92195216049382,184.99292438271604
21479,EO_64440.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.09051697530865,192.32998456790122
42748,95-8-27-1_79_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,135.3108024691358,123.10433641975308
168,EOS_0012.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,179.90094907407408,161.98885802469135
42295,95-8-17-1_184_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,135.25657407407408,125.9933487654321
19741,EO_152922.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.77890432098766,183.60560956790124
22665,EO_991521.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.87636574074074,190.56789351851853
42870,95-9-4-7_26_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,154.02258487654322,148.01922067901234
37976,95-8-27-1_87_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.5025925925926,142.07064814814814
22031,EO_802007.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,184.29628086419754,181.3043827160494
42358,95-8-22-4_48_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,152.27302469135802,143.1864274691358
21532,EO_660629.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.20172067901234,185.7848611111111
21104,EO_535035.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.1587037037037,193.55969135802468
20804,EO_457748.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.30633487654322,196.87524691358024
20911,EO_486747.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.42226080246914,191.70177469135803
438,EOS_0282.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,181.5363348765432,166.44056327160493
42583,95-8-27-1_306_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,145.56057098765433,136.55502314814814
19944,EO_215530.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.93260802469135,190.72222222222223
42634,95-8-27-1_382_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,151.53725308641975,143.05864197530863
20543,EO_379388.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.8633950617284,193.65752314814816
21062,EO_524648.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.73388117283952,191.17246913580246
42289,95-8-13-6_27_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,140.07163580246913,128.53762345679013
21863,EO_751437.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.13657407407408,196.8589197530864
21778,EO_729465.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.49958333333333,193.21650462962964
21289,EO_587264.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.7708950617284,194.41682870370371
42622,95-8-27-1_361_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,134.32753086419754,123.47258487654321
42212,95-7-24-2_420_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,147.53866512345678,138.41532407407408
42741,95-8-27-1_70_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,147.73119598765433,139.91452932098767
42703,95-8-27-1_496_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,140.60479166666667,131.1762037037037
21147,EO_547565.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,194.7804012345679,194.05399691358025
37919,95-8-27-1_456_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,139.3125462962963,130.7014660493827
42179,95-5-4-1_45_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,134.6525,126.73064043209877
20208,EO_283475.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,197.1548148148148,196.66275462962963
543,EOS_0387.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,200.10944444444445,189.89779320987654
20992,EO_504940.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.07672067901234,195.28844907407407
21846,EO_747341.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,203.41979938271604,203.27692901234568
37889,95-8-27-1_40_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,136.3542901234568,125.46243055555556
22574,EO_961935.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,198.87290895061727,199.0750925925926
19836,EO_177975.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.00685956790124,184.13608796296296
21245,EO_575911.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.9446064814815,183.24094135802468
22035,EO_803345.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,201.93320216049383,202.61263888888888
22017,EO_797630.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.868487654321,191.7881712962963
22579,EO_962909.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,184.37158950617285,180.6266435185185
22362,EO_904477.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.24662808641975,179.17323302469137
22195,EO_850038.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.06882716049384,182.06984567901233
20660,EO_418150.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.76979938271606,192.2291512345679
20149,EO_268211.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.35157407407408,180.20356481481483
20839,EO_469045.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,188.55900462962964,185.81881944444444
416,EOS_0260.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,187.42360339506172,175.5812114197531
198,EOS_0042.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,192.6730709876543,179.8993364197531
22225,EO_857382.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,192.7195524691358,191.87637345679013
453,EOS_0297.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,184.97770061728394,169.1183024691358
42693,95-8-27-1_476_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,137.25279320987653,129.2915972222222
19638,EO_116336.jpg,Eosinophil,Barcelona,"(369, 366, 3)",369,366,197.61631172839506,188.4613040123457
20223,EO_287394.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.4153472222222,185.30949074074073
20889,EO_48254.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.69854938271604,179.45375
22526,EO_949664.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,182.85609567901236,178.97083333333333
42674,95-8-27-1_448_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,140.26374228395062,132.76619598765433
42459,95-8-27-1_15_11.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,153.70252314814815,143.9950462962963
37884,95-8-27-1_403_3.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,149.6888888888889,141.44041666666666
355,EOS_0199.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,193.80519290123456,182.4104089506173
21065,EO_525311.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.57875771604938,187.63712191358024
42559,95-8-27-1_279_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,150.31253858024692,140.52618827160495
22107,EO_824203.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,189.39163580246912,187.80570216049384
22070,EO_814125.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,191.75366512345678,190.77822530864196
20332,EO_32178.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,187.05136574074075,184.87841820987654
20387,EO_336031.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.20988425925927,179.41319444444446
21575,EO_67081.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,193.1676311728395,191.77019290123457
21716,EO_712238.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.96523919753088,195.4975540123457
22442,EO_923938.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,183.77441358024691,180.77487654320987
42198,95-5-5-1_162_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,132.69875,122.9179012345679
22483,EO_938284.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,186.05434413580247,183.4092824074074
21281,EO_583880.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,196.988850308642,196.20064043209877
37739,95-8-27-1_18_1.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,152.32391203703705,143.64462962962963
338,EOS_0182.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,201.07496913580246,187.71560185185186
324,EOS_0168.tiff,Eosinophil,Munich,"(400, 400, 3)",400,400,182.17748456790125,167.80516203703704
21958,EO_782734.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,185.5079938271605,182.54968364197532
42469,95-8-27-1_16_2.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,144.45725308641974,135.83503086419753
20055,EO_241496.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,195.77871141975308,194.7724074074074
20245,EO_294218.jpg,Eosinophil,Barcelona,"(363, 360, 3)",363,360,184.45434413580247,180.8883024691358
37795,95-8-27-1_264_4.jpg,Eosinophil,Raabin,"(575, 575, 3)",575,575,152.0389274691358,144.31192901234567
